timestamp,rpm,pitch_deg,blades,thrust_N,power_W,efficiency,disk_loading_N_m2,power_loading_N_W,tip_speed_m_s,tip_mach,cl,cd
2025-12-09T14:50:39.679126,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:39.822217,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:39.934152,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:40.046287,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:40.173896,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:40.285520,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:40.391690,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:40.509815,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:40.656831,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:40.765283,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:40.860791,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:40.972244,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:41.083662,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:41.194780,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:41.415864,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:41.554921,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
2025-12-09T14:50:41.668578,2000.0,15.0,3,550.983450576624,281.62388345361137,19.192788565629623,701.5339177687898,1.956451433805262,104.71975511965977,0.3053054085121276,1.5707963267948966,0.01000961894323342
